Row ID+O6G3A1:R6,Order ID,Order Date,Ship Date,Ship Mode,Customer ID,Customer Name,Segment,Country,City,State,Region,Product ID,Category,Sub-Category,Product Name,Sales,Quantity,Profit,Returns,Payment Mode
4988,CA-2019-149279,24-Apr-2019,28-Apr-2019,Standard Class,CL-12700,Craig Leslie,Home Office,United States,Colorado Springs,Colorado,West,FUR-CH-10004287,Furniture,Chairs,SAFCO Arco Folding Chair,1325.76,6,149.148,0,Cards
4989,CA-2019-149279,24-Apr-2019,28-Apr-2019,Standard Class,CL-12700,Craig Leslie,Home Office,United States,Colorado Springs,Colorado,West,OFF-BI-10004040,Office Supplies,Binders,Wilson Jones Impact Binders,3.108,2,-2.1756,0,COD
332,US-2019-150147,25-Apr-2019,29-Apr-2019,Second Class,JL-15850,John Lucas,Consumer,United States,Philadelphia,Pennsylvania,East,TEC-PH-10004614,Technology,Phones,AT&T 841000 Phone,82.8,2,-20.7,0,COD
333,US-2019-150147,25-Apr-2019,29-Apr-2019,Second Class,JL-15850,John Lucas,Consumer,United States,Philadelphia,Pennsylvania,East,OFF-BI-10001153,Office Supplies,Binders,Ibico Recycled Grain-Textured Covers,20.724,2,-13.816,0,COD
334,US-2019-150147,25-Apr-2019,29-Apr-2019,Second Class,JL-15850,John Lucas,Consumer,United States,Philadelphia,Pennsylvania,East,OFF-BI-10001982,Office Supplies,Binders,Wilson Jones Custom Binder Spines & Labels,4.896,3,-3.4272,0,Online
4648,CA-2019-139556,26-Apr-2019,01-May-2019,Standard Class,DB-13360,Dennis Bolton,Home Office,United States,New York City,New York,East,FUR-CH-10004983,Furniture,Chairs,Office Star - Mid Back Dual function Ergonomic High Back Chair with 2-Way Adjustable Arms,434.646,3,62.7822,0,Online
611,CA-2019-161816,28-Apr-2019,01-May-2019,First Class,NB-18655,Nona Balk,Corporate,United States,Dallas,Texas,Central,TEC-PH-10003012,Technology,Phones,Nortel Meridian M3904 Professional Digital phone,369.576,3,41.5773,0,Online
612,CA-2019-161816,28-Apr-2019,01-May-2019,First Class,NB-18655,Nona Balk,Corporate,United States,Dallas,Texas,Central,OFF-LA-10004345,Office Supplies,Labels,Avery 493,15.712,4,5.6956,0,Cards
1072,CA-2019-152814,28-Apr-2019,02-May-2019,Standard Class,EH-14005,Erica Hernandez,Home Office,United States,Denver,Colorado,West,OFF-PA-10001970,Office Supplies,Paper,Xerox 1881,29.472,3,9.9468,0,COD
2614,CA-2019-137204,28-Apr-2019,05-May-2019,Standard Class,BO-11350,Bill Overfelt,Corporate,United States,Los Angeles,California,West,FUR-CH-10002304,Furniture,Chairs,"Global Stack Chair without Arms, Black",41.568,2,2.598,0,Cards
7913,CA-2019-167605,28-Apr-2019,30-Apr-2019,Second Class,RB-19570,Rob Beeghly,Consumer,United States,Saint Charles,Illinois,Central,FUR-FU-10001602,Furniture,Furnishings,"Eldon Delta Triangular Chair Mat, 52"" x 58"", Clear",30.344,2,-31.8612,0,COD
1716,CA-2019-154788,30-Apr-2019,04-May-2019,Standard Class,JL-15835,John Lee,Consumer,United States,New York City,New York,East,OFF-BI-10003314,Office Supplies,Binders,Tuff Stuff Recycled Round Ring Binders,7.712,2,2.7956,0,Online
2155,US-2019-120460,30-Apr-2019,05-May-2019,Standard Class,BF-11170,Ben Ferrer,Home Office,United States,Dallas,Texas,Central,FUR-FU-10004973,Furniture,Furnishings,Flat Face Poster Frame,22.608,3,-10.1736,0,Online
2542,CA-2019-144792,30-Apr-2019,04-May-2019,Standard Class,KD-16615,Ken Dana,Corporate,United States,Scottsdale,Arizona,West,FUR-FU-10002759,Furniture,Furnishings,12-1/2 Diameter Round Wall Clock,111.888,7,22.3776,0,Online
2664,CA-2019-164784,01-May-2019,04-May-2019,First Class,HF-14995,Herbert Flentye,Consumer,United States,Memphis,Tennessee,South,OFF-LA-10001569,Office Supplies,Labels,Avery 499,3.984,1,1.2948,0,Cards
2665,CA-2019-164784,01-May-2019,04-May-2019,First Class,HF-14995,Herbert Flentye,Consumer,United States,Memphis,Tennessee,South,FUR-TA-10004534,Furniture,Tables,Bevis 44 x 96 Conference Tables,370.62,3,-142.071,0,Cards
2666,CA-2019-164784,01-May-2019,04-May-2019,First Class,HF-14995,Herbert Flentye,Consumer,United States,Memphis,Tennessee,South,OFF-BI-10002954,Office Supplies,Binders,Newell 3-Hole Punched Plastic Slotted Magazine Holders for Binders,2.742,2,-2.0108,0,Online
5862,CA-2019-101525,01-May-2019,04-May-2019,Second Class,CM-12235,Chris McAfee,Consumer,United States,Little Rock,Arkansas,South,OFF-PA-10001497,Office Supplies,Paper,Xerox 1914,109.92,2,53.8608,0,COD
5863,CA-2019-101525,01-May-2019,04-May-2019,Second Class,CM-12235,Chris McAfee,Consumer,United States,Little Rock,Arkansas,South,OFF-PA-10003936,Office Supplies,Paper,Xerox 1994,19.44,3,9.3312,0,Online
6737,CA-2019-123358,10-Apr-2019,17-Apr-2019,Standard Class,BT-11680,Brian Thompson,Consumer,United States,San Francisco,California,West,OFF-ST-10001932,Office Supplies,Storage,Fellowes Staxonsteel Drawer Files,579.51,3,81.1314,0,COD
6736,CA-2019-123358,10-Apr-2019,17-Apr-2019,Standard Class,BT-11680,Brian Thompson,Consumer,United States,San Francisco,California,West,OFF-AP-10004980,Office Supplies,Appliances,3M Replacement Filter for Office Air Cleaner for 20' x 33' Room,113.76,3,44.3664,0,COD
8443,US-2019-155173,06-Mar-2019,10-Mar-2019,Standard Class,JB-16045,Julia Barnett,Home Office,United States,Philadelphia,Pennsylvania,East,TEC-PH-10004586,Technology,Phones,Wilson SignalBoost 841262 DB PRO Amplifier Kit,431.94,2,-71.99,0,Online
9068,CA-2019-150077,04-Feb-2019,10-Feb-2019,Standard Class,MS-17365,Maribeth Schnelling,Consumer,United States,Rockville,Maryland,East,TEC-PH-10002890,Technology,Phones,AT&T 17929 Lendline Telephone,90.48,2,23.5248,0,COD
2876,US-2019-167339,21-Jan-2019,23-Jan-2019,Second Class,TD-20995,Tamara Dahlen,Consumer,United States,San Diego,California,West,FUR-CH-10004289,Furniture,Chairs,Global Super Steno Chair,153.568,2,-5.7588,0,COD
3210,CA-2019-108882,09-Jan-2019,15-Jan-2019,Standard Class,LA-16780,Laura Armstrong,Corporate,United States,Fresno,California,West,TEC-PH-10002726,Technology,Phones,netTALK DUO VoIP Telephone Service,377.928,9,141.723,0,Cards
4501,CA-2019-124814,10-Apr-2019,16-Apr-2019,Standard Class,FM-14215,Filia McAdams,Corporate,United States,Bakersfield,California,West,OFF-BI-10000174,Office Supplies,Binders,"Wilson Jones Clip & Carry Folder Binder Tool for Ring Binders, Clear",23.2,5,8.12,0,COD
4500,CA-2019-124814,10-Apr-2019,16-Apr-2019,Standard Class,FM-14215,Filia McAdams,Corporate,United States,Bakersfield,California,West,OFF-PA-10002787,Office Supplies,Paper,Xerox 227,12.96,2,6.2208,0,COD
920,CA-2019-165218,05-Mar-2019,11-Mar-2019,Standard Class,RW-19630,Rob Williams,Corporate,United States,Dallas,Texas,Central,OFF-ST-10001558,Office Supplies,Storage,Acco Perma 4000 Stacking Storage Drawers,12.992,1,-0.812,0,COD
900,US-2019-114622,10-Apr-2019,12-Apr-2019,First Class,JR-16210,Justin Ritter,Corporate,United States,Springfield,Ohio,East,OFF-BI-10004716,Office Supplies,Binders,Wilson Jones Hanging Recycled Pressboard Data Binders,8.904,2,-6.5296,0,COD
5400,CA-2019-117681,09-Apr-2019,14-Apr-2019,Standard Class,HF-14995,Herbert Flentye,Consumer,United States,Los Angeles,California,West,FUR-BO-10001798,Furniture,Bookcases,Bush Somerset Collection Bookcase,556.665,5,6.549,0,COD
919,CA-2019-165218,05-Mar-2019,11-Mar-2019,Standard Class,RW-19630,Rob Williams,Corporate,United States,Dallas,Texas,Central,OFF-EN-10000056,Office Supplies,Envelopes,Cameo Buff Policy Envelopes,149.352,3,50.4063,0,COD
6043,CA-2019-117912,04-Feb-2019,08-Feb-2019,Standard Class,TB-21520,Tracy Blumstein,Consumer,United States,Sierra Vista,Arizona,West,FUR-FU-10002088,Furniture,Furnishings,Nu-Dell Float Frame 11 x 14 1/2,14.368,2,3.9512,0,COD
3055,CA-2019-128517,09-Apr-2019,14-Apr-2019,Second Class,SW-20350,Sean Wendt,Home Office,United States,Detroit,Michigan,Central,OFF-BI-10000831,Office Supplies,Binders,Storex Flexible Poly Binders with Double Pockets,5.28,2,2.4288,0,COD
3054,CA-2019-128517,09-Apr-2019,14-Apr-2019,Second Class,SW-20350,Sean Wendt,Home Office,United States,Detroit,Michigan,Central,TEC-PH-10002555,Technology,Phones,Nortel Meridian M5316 Digital phone,517.9,2,134.654,0,Online
9750,CA-2019-158358,04-Mar-2019,08-Mar-2019,Standard Class,EM-13810,Eleni McCrary,Corporate,United States,Dover,New Hampshire,East,TEC-AC-10002567,Technology,Accessories,Logitech G602 Wireless Gaming Mouse,159.98,2,57.5928,0,Online
1560,CA-2019-126809,09-Apr-2019,13-Apr-2019,Standard Class,EB-13750,Edward Becker,Corporate,United States,Seattle,Washington,West,OFF-BI-10003712,Office Supplies,Binders,"Acco Pressboard Covers with Storage Hooks, 14 7/8"" x 11"", Light Blue",35.352,9,12.8151,0,COD
6719,CA-2019-134789,08-Apr-2019,15-Apr-2019,Standard Class,CK-12325,Christine Kargatis,Home Office,United States,Hot Springs,Arkansas,South,FUR-FU-10003268,Furniture,Furnishings,Eldon Radial Chair Mat for Low to Medium Pile Carpets,159.92,4,31.984,0,COD
4215,CA-2019-164637,04-Mar-2019,08-Mar-2019,Standard Class,RD-19480,Rick Duston,Consumer,United States,Mishawaka,Indiana,Central,OFF-BI-10003876,Office Supplies,Binders,"Green Canvas Binder for 8-1/2"" x 14"" Sheets",128.4,3,64.2,0,COD
5754,CA-2019-118514,03-Feb-2019,10-Feb-2019,Standard Class,LC-17050,Liz Carlisle,Consumer,United States,Richmond,Kentucky,South,FUR-CH-10000015,Furniture,Chairs,Hon Multipurpose Stacking Arm Chairs,866.4,4,225.264,0,COD
2303,CA-2019-106558,17-Jan-2019,21-Jan-2019,Standard Class,DL-13495,Dionis Lloyd,Corporate,United States,Columbus,Georgia,South,TEC-AC-10001142,Technology,Accessories,First Data FD10 PIN Pad,316,4,31.6,0,Online
6718,CA-2019-134789,08-Apr-2019,15-Apr-2019,Standard Class,CK-12325,Christine Kargatis,Home Office,United States,Hot Springs,Arkansas,South,OFF-PA-10001934,Office Supplies,Paper,Xerox 1993,25.92,4,12.7008,0,Online
6717,CA-2019-134789,08-Apr-2019,15-Apr-2019,Standard Class,CK-12325,Christine Kargatis,Home Office,United States,Hot Springs,Arkansas,South,OFF-FA-10002280,Office Supplies,Fasteners,Advantus Plastic Paper Clips,30,6,14.4,0,COD
3265,CA-2019-122518,04-Mar-2019,08-Mar-2019,Second Class,RF-19345,Randy Ferguson,Corporate,United States,Miami,Florida,South,OFF-LA-10001641,Office Supplies,Labels,Avery 518,10.08,4,3.528,0,Cards
6151,US-2019-106600,08-Apr-2019,11-Apr-2019,First Class,RM-19375,Raymond Messe,Consumer,United States,Columbus,Georgia,South,FUR-BO-10001608,Furniture,Bookcases,"Hon Metal Bookcases, Black",354.9,5,88.725,0,COD
5508,CA-2019-150000,08-Apr-2019,14-Apr-2019,Standard Class,PG-18820,Patrick Gardner,Consumer,United States,Smyrna,Georgia,South,OFF-EN-10002973,Office Supplies,Envelopes,Ampad #10 Peel & Seel Holiday Envelopes,17.92,4,8.6016,0,COD
2607,CA-2019-154053,04-Mar-2019,10-Mar-2019,Standard Class,MG-17890,Michael Granlund,Home Office,United States,San Diego,California,West,OFF-AR-10003727,Office Supplies,Art,Berol Giant Pencil Sharpener,16.99,1,4.9271,0,Online
8513,CA-2019-144645,02-Feb-2019,08-Feb-2019,Standard Class,NS-18640,Noel Staavos,Corporate,United States,Houston,Texas,Central,FUR-FU-10003601,Furniture,Furnishings,"Deflect-o RollaMat Studded, Beveled Mat for Medium Pile Carpeting",73.784,2,-77.4732,0,COD
4196,CA-2019-124233,08-Apr-2019,14-Apr-2019,Standard Class,CK-12595,Clytie Kelty,Consumer,United States,Los Angeles,California,West,FUR-FU-10002597,Furniture,Furnishings,"C-Line Magnetic Cubicle Keepers, Clear Polypropylene",24.7,5,10.374,0,Online
3674,CA-2019-104969,08-Apr-2019,14-Apr-2019,Standard Class,EH-14125,Eugene Hildebrand,Home Office,United States,Troy,Ohio,East,OFF-BI-10004224,Office Supplies,Binders,Catalog Binders with Expanding Posts,121.104,6,-100.92,0,COD
5202,CA-2019-103982,03-Mar-2019,08-Mar-2019,Standard Class,AA-10315,Alex Avila,Consumer,United States,Round Rock,Texas,Central,TEC-AC-10002857,Technology,Accessories,"Verbatim 25 GB 6x Blu-ray Single Layer Recordable Disc, 1/Pack",41.72,7,5.7365,0,Cards
3673,CA-2019-104969,08-Apr-2019,14-Apr-2019,Standard Class,EH-14125,Eugene Hildebrand,Home Office,United States,Troy,Ohio,East,OFF-EN-10002312,Office Supplies,Envelopes,#10 Self-Seal White Envelopes,8.872,1,3.2161,0,Online
1200,CA-2019-130946,08-Apr-2019,12-Apr-2019,Standard Class,ZC-21910,Zuschuss Carroll,Consumer,United States,Houston,Texas,Central,OFF-BI-10004995,Office Supplies,Binders,GBC DocuBind P400 Electric Binding System,1088.792,4,-1850.9464,0,Online
5201,CA-2019-103982,03-Mar-2019,08-Mar-2019,Standard Class,AA-10315,Alex Avila,Consumer,United States,Round Rock,Texas,Central,TEC-PH-10000895,Technology,Phones,Polycom VVX 310 VoIP phone,431.976,3,32.3982,0,COD
8491,CA-2019-158841,02-Feb-2019,04-Feb-2019,Second Class,SE-20110,Sanjit Engle,Consumer,United States,Arlington,Virginia,South,FUR-FU-10001731,Furniture,Furnishings,Acrylic Self-Standing Desk Frames,18.69,7,7.1022,0,Online
878,CA-2019-116736,17-Jan-2019,21-Jan-2019,Standard Class,CC-12430,Chuck Clark,Home Office,United States,Concord,New Hampshire,East,TEC-AC-10002049,Technology,Accessories,Logitech G19 Programmable Gaming Keyboard,371.97,3,66.9546,0,Online
3209,CA-2019-108882,09-Jan-2019,15-Jan-2019,Standard Class,LA-16780,Laura Armstrong,Corporate,United States,Fresno,California,West,TEC-AC-10000420,Technology,Accessories,Logitech G500s Laser Gaming Mouse with Adjustable Weight Tuning,349.95,5,118.983,0,COD
5869,CA-2019-158211,04-Jan-2019,08-Jan-2019,Standard Class,BP-11185,Ben Peterman,Corporate,United States,Philadelphia,Pennsylvania,East,OFF-BI-10002026,Office Supplies,Binders,Avery Arch Ring Binders,104.58,6,-80.178,0,Online
8605,US-2019-116365,03-Jan-2019,08-Jan-2019,Standard Class,CA-12310,Christine Abelman,Corporate,United States,San Antonio,Texas,Central,TEC-AC-10002942,Technology,Accessories,WD My Passport Ultra 1TB Portable External Hard Drive,165.6,3,-6.21,0,Online
4920,CA-2019-160304,02-Jan-2019,07-Jan-2019,Standard Class,BM-11575,Brendan Murry,Corporate,United States,Gaithersburg,Maryland,East,TEC-PH-10000455,Technology,Phones,GE 30522EE2,231.98,2,67.2742,0,Cards
1199,CA-2019-130946,08-Apr-2019,12-Apr-2019,Standard Class,ZC-21910,Zuschuss Carroll,Consumer,United States,Houston,Texas,Central,FUR-CH-10004540,Furniture,Chairs,Global Chrome Stack Chair,95.984,4,-4.1136,0,COD
1198,CA-2019-130946,08-Apr-2019,12-Apr-2019,Standard Class,ZC-21910,Zuschuss Carroll,Consumer,United States,Houston,Texas,Central,TEC-AC-10001990,Technology,Accessories,Kensington Orbit Wireless Mobile Trackball for PC and Mac,431.928,9,64.7892,0,COD
5200,CA-2019-103982,03-Mar-2019,08-Mar-2019,Standard Class,AA-10315,Alex Avila,Consumer,United States,Round Rock,Texas,Central,OFF-FA-10001332,Office Supplies,Fasteners,"Acco Banker's Clasps, 5 3/4""-Long",2.304,1,0.7776,0,Online
906,CA-2019-130477,08-Apr-2019,12-Apr-2019,Standard Class,LC-17140,Logan Currie,Consumer,United States,Los Angeles,California,West,OFF-PA-10000019,Office Supplies,Paper,Xerox 1931,12.96,2,6.2208,0,COD
905,CA-2019-130477,08-Apr-2019,12-Apr-2019,Standard Class,LC-17140,Logan Currie,Consumer,United States,Los Angeles,California,West,OFF-ST-10002583,Office Supplies,Storage,Fellowes Neat Ideas Storage Cubes,64.96,2,2.5984,0,COD
5199,CA-2019-103982,03-Mar-2019,08-Mar-2019,Standard Class,AA-10315,Alex Avila,Consumer,United States,Round Rock,Texas,Central,OFF-SU-10000151,Office Supplies,Supplies,High Speed Automatic Electric Letter Opener,3930.072,3,-786.0144,0,Online
8490,CA-2019-158841,02-Feb-2019,04-Feb-2019,Second Class,SE-20110,Sanjit Engle,Consumer,United States,Arlington,Virginia,South,OFF-BI-10002557,Office Supplies,Binders,Presstex Flexible Ring Binders,36.4,8,18.2,0,COD
904,CA-2019-130477,08-Apr-2019,12-Apr-2019,Standard Class,LC-17140,Logan Currie,Consumer,United States,Los Angeles,California,West,OFF-PA-10002947,Office Supplies,Paper,Xerox 1923,20.04,3,9.6192,0,COD
358,CA-2019-138520,08-Apr-2019,13-Apr-2019,Standard Class,JL-15505,Jeremy Lonsdale,Consumer,United States,New York City,New York,East,OFF-PA-10002713,Office Supplies,Paper,"Adams Phone Message Book, 200 Message Capacity, 8 1/16” x 11”",34.4,5,15.824,0,Online
4749,CA-2019-120005,03-Mar-2019,03-Mar-2019,Same Day,TS-21160,Theresa Swint,Corporate,United States,San Francisco,California,West,FUR-FU-10000672,Furniture,Furnishings,"Executive Impressions 10"" Spectator Wall Clock",35.28,3,11.9952,0,Online
357,CA-2019-138520,08-Apr-2019,13-Apr-2019,Standard Class,JL-15505,Jeremy Lonsdale,Consumer,United States,New York City,New York,East,OFF-AR-10002399,Office Supplies,Art,"Dixon Prang Watercolor Pencils, 10-Color Set with Brush",17.04,4,6.9864,0,Online
356,CA-2019-138520,08-Apr-2019,13-Apr-2019,Standard Class,JL-15505,Jeremy Lonsdale,Consumer,United States,New York City,New York,East,OFF-EN-10001137,Office Supplies,Envelopes,"#10 Gummed Flap White Envelopes, 100/Box",8.26,2,3.7996,0,Online
4748,CA-2019-120005,03-Mar-2019,03-Mar-2019,Same Day,TS-21160,Theresa Swint,Corporate,United States,San Francisco,California,West,OFF-SU-10004782,Office Supplies,Supplies,"Elite 5"" Scissors",25.35,3,7.605,0,COD
8489,CA-2019-158841,02-Feb-2019,04-Feb-2019,Second Class,SE-20110,Sanjit Engle,Consumer,United States,Arlington,Virginia,South,TEC-MA-10001127,Technology,Machines,"HP Designjet T520 Inkjet Large Format Printer - 24"" Color",4749.95,5,2799.984,0,COD
877,CA-2019-116736,17-Jan-2019,21-Jan-2019,Standard Class,CC-12430,Chuck Clark,Home Office,United States,Concord,New Hampshire,East,TEC-AC-10003628,Technology,Accessories,Logitech 910-002974 M325 Wireless Mouse for Web Scrolling,29.99,1,13.1956,0,Online
355,CA-2019-138520,08-Apr-2019,13-Apr-2019,Standard Class,JL-15505,Jeremy Lonsdale,Consumer,United States,New York City,New York,East,FUR-BO-10002268,Furniture,Bookcases,Sauder Barrister Bookcases,388.704,6,-4.8588,0,COD
9936,CA-2019-114405,07-Apr-2019,12-Apr-2019,Standard Class,AS-10240,Alan Shonely,Consumer,United States,Philadelphia,Pennsylvania,East,OFF-ST-10001627,Office Supplies,Storage,Eldon Jumbo ProFile Portable File Boxes Graphite/Black,36.744,3,3.6744,0,COD
4005,CA-2019-145730,03-Mar-2019,08-Mar-2019,Standard Class,CC-12220,Chris Cortes,Consumer,United States,San Antonio,Texas,Central,OFF-EN-10000483,Office Supplies,Envelopes,"White Envelopes, White Envelopes with Clear Poly Window",36.6,3,11.895,0,COD
9935,CA-2019-114405,07-Apr-2019,12-Apr-2019,Standard Class,AS-10240,Alan Shonely,Consumer,United States,Philadelphia,Pennsylvania,East,OFF-AP-10003278,Office Supplies,Appliances,Belkin 7-Outlet SurgeMaster Home Series,33.528,3,2.5146,0,COD
9369,CA-2019-154998,07-Apr-2019,09-Apr-2019,First Class,ES-14080,Erin Smith,Corporate,United States,Lakewood,New Jersey,East,OFF-PA-10004243,Office Supplies,Paper,Xerox 1939,37.94,2,18.2112,0,COD
4004,CA-2019-145730,03-Mar-2019,08-Mar-2019,Standard Class,CC-12220,Chris Cortes,Consumer,United States,San Antonio,Texas,Central,TEC-MA-10001016,Technology,Machines,Canon PC170 Desktop Personal Copier,287.91,3,33.5895,0,COD
5614,CA-2019-147431,02-Feb-2019,07-Feb-2019,Standard Class,AB-10105,Adrian Barton,Consumer,United States,New York City,New York,East,OFF-ST-10003994,Office Supplies,Storage,"Belkin 19"" Center-Weighted Shelf, Gray",117.96,2,5.898,0,COD
8517,CA-2019-132899,07-Apr-2019,11-Apr-2019,Standard Class,SF-20200,Sarah Foster,Consumer,United States,New York City,New York,East,OFF-AR-10002833,Office Supplies,Art,Newell 322,3.64,2,0.9828,0,Online
4735,CA-2019-120530,07-Apr-2019,12-Apr-2019,Standard Class,Dl-13600,Dorris liebe,Corporate,United States,New York City,New York,East,FUR-CH-10000454,Furniture,Chairs,"Hon Deluxe Fabric Upholstered Stacking Chairs, Rounded Back",658.746,3,146.388,0,Online
4003,CA-2019-145730,03-Mar-2019,08-Mar-2019,Standard Class,CC-12220,Chris Cortes,Consumer,United States,San Antonio,Texas,Central,FUR-TA-10004915,Furniture,Tables,"Office Impressions End Table, 20-1/2""H x 24""W x 20""D",637.896,3,-127.5792,0,Online
754,CA-2019-110499,07-Apr-2019,09-Apr-2019,First Class,YC-21895,Yoseph Carroll,Corporate,United States,San Francisco,California,West,TEC-CO-10002095,Technology,Copiers,Hewlett Packard 610 Color Digital Copier / Printer,1199.976,3,374.9925,0,Online
8799,US-2019-150140,06-Apr-2019,10-Apr-2019,Standard Class,VM-21685,Valerie Mitchum,Home Office,United States,Burlington,Vermont,East,TEC-PH-10002555,Technology,Phones,Nortel Meridian M5316 Digital phone,1294.75,5,336.635,0,COD
3887,CA-2019-167759,03-Mar-2019,08-Mar-2019,Second Class,CC-12670,Craig Carreira,Consumer,United States,Bloomington,Indiana,Central,TEC-PH-10003171,Technology,Phones,Plantronics Encore H101 Dual Earpieces Headset,134.85,3,37.758,0,COD
8404,CA-2019-154067,01-Feb-2019,07-Feb-2019,Standard Class,SM-20950,Suzanne McNair,Corporate,United States,Los Angeles,California,West,OFF-PA-10002254,Office Supplies,Paper,Xerox 1883,1105.52,4,48.5392,0,Online
876,CA-2019-116736,17-Jan-2019,21-Jan-2019,Standard Class,CC-12430,Chuck Clark,Home Office,United States,Concord,New Hampshire,East,FUR-FU-10004017,Furniture,Furnishings,"Tenex Contemporary Contur Chairmats for Low and Medium Pile Carpet, Computer, 39"" x 49""",322.59,3,64.518,0,COD
7810,US-2019-137295,08-Jan-2019,13-Jan-2019,Standard Class,VS-21820,Vivek Sundaresam,Consumer,United States,Raleigh,North Carolina,South,TEC-PH-10004080,Technology,Phones,Avaya 5410 Digital phone,108.784,2,10.8784,0,COD
9317,CA-2019-161907,05-Apr-2019,09-Apr-2019,Standard Class,JH-16180,Justin Hirsh,Consumer,United States,Philadelphia,Pennsylvania,East,OFF-SU-10000646,Office Supplies,Supplies,Premier Automatic Letter Opener,769.184,4,-163.4516,0,Online
9316,CA-2019-161907,05-Apr-2019,09-Apr-2019,Standard Class,JH-16180,Justin Hirsh,Consumer,United States,Philadelphia,Pennsylvania,East,TEC-PH-10000141,Technology,Phones,Clearsounds A400,118.782,3,-27.7158,0,COD
3757,CA-2019-116799,03-Mar-2019,06-Mar-2019,First Class,JG-15310,Jason Gross,Corporate,United States,Odessa,Texas,Central,FUR-CH-10004983,Furniture,Chairs,Office Star - Mid Back Dual function Ergonomic High Back Chair with 2-Way Adjustable Arms,563.43,5,-56.343,0,COD
89,CA-2019-159695,05-Apr-2019,10-Apr-2019,Second Class,GM-14455,Gary Mitchum,Home Office,United States,Houston,Texas,Central,OFF-ST-10003442,Office Supplies,Storage,Eldon Portable Mobile Manager,158.368,7,13.8572,0,COD
8230,CA-2019-123050,04-Apr-2019,08-Apr-2019,Second Class,BC-11125,Becky Castell,Home Office,United States,Troy,New York,East,TEC-AC-10001109,Technology,Accessories,Logitech Trackman Marble Mouse,89.97,3,37.7874,0,COD
3756,CA-2019-116799,03-Mar-2019,06-Mar-2019,First Class,JG-15310,Jason Gross,Corporate,United States,Odessa,Texas,Central,OFF-PA-10001892,Office Supplies,Paper,"Rediform Wirebound ""Phone Memo"" Message Book, 11 x 5-3/4",42.784,7,15.5092,0,COD
3242,US-2019-140809,01-Feb-2019,03-Feb-2019,First Class,CK-12760,Cyma Kinney,Corporate,United States,Arlington,Virginia,South,OFF-ST-10002214,Office Supplies,Storage,X-Rack File for Hanging Folders,56.45,5,14.677,0,COD
8229,CA-2019-123050,04-Apr-2019,08-Apr-2019,Second Class,BC-11125,Becky Castell,Home Office,United States,Troy,New York,East,OFF-ST-10003455,Office Supplies,Storage,"Tenex File Box, Personal Filing Tote with Lid, Black",31.02,2,8.0652,0,COD
8228,CA-2019-123050,04-Apr-2019,08-Apr-2019,Second Class,BC-11125,Becky Castell,Home Office,United States,Troy,New York,East,FUR-FU-10000723,Furniture,Furnishings,"Deflect-o EconoMat Studded, No Bevel Mat for Low Pile Carpeting",82.64,2,7.4376,0,Online
3093,CA-2019-112123,03-Mar-2019,08-Mar-2019,Standard Class,BH-11710,Brosina Hoffman,Consumer,United States,Newark,Delaware,East,OFF-PA-10001977,Office Supplies,Paper,Xerox 194,166.44,3,79.8912,0,COD
5440,CA-2019-167115,04-Apr-2019,09-Apr-2019,Standard Class,EH-14185,Evan Henry,Consumer,United States,New York City,New York,East,OFF-BI-10004600,Office Supplies,Binders,Ibico Ibimaster 300 Manual Binding System,588.784,2,183.995,0,COD
4244,CA-2019-159142,04-Apr-2019,05-Apr-2019,First Class,ME-17320,Maria Etezadi,Home Office,United States,Springfield,Virginia,South,OFF-PA-10001776,Office Supplies,Paper,"Wirebound Message Books, Four 2 3/4"" x 5"" Forms per Page, 600 Sets per Book",27.81,3,13.0707,0,Online
3092,CA-2019-112123,03-Mar-2019,08-Mar-2019,Standard Class,BH-11710,Brosina Hoffman,Consumer,United States,Newark,Delaware,East,TEC-PH-10001557,Technology,Phones,Pyle PMP37LED,479.95,5,129.5865,0,COD
8762,CA-2019-159891,31-Jan-2019,06-Feb-2019,Standard Class,BF-11170,Ben Ferrer,Home Office,United States,Atlanta,Georgia,South,OFF-EN-10004483,Office Supplies,Envelopes,"#10 White Business Envelopes,4 1/8 x 9 1/2",125.36,8,58.9192,0,Cards
27,CA-2019-121755,16-Jan-2019,20-Jan-2019,Second Class,EH-13945,Eric Hoffmann,Consumer,United States,Los Angeles,California,West,TEC-AC-10003027,Technology,Accessories,Imation 8GB Mini TravelDrive USB 2.0 Flash Drive,90.57,3,11.7741,0,COD
4243,CA-2019-159142,04-Apr-2019,05-Apr-2019,First Class,ME-17320,Maria Etezadi,Home Office,United States,Springfield,Virginia,South,TEC-PH-10001448,Technology,Phones,Anker Astro 15000mAh USB Portable Charger,149.97,3,5.9988,0,COD
8572,CA-2019-162222,03-Apr-2019,03-Apr-2019,Same Day,SR-20740,Steven Roelle,Home Office,United States,Dallas,Texas,Central,OFF-PA-10003893,Office Supplies,Paper,Xerox 1962,10.272,3,3.21,0,COD
3091,CA-2019-112123,03-Mar-2019,08-Mar-2019,Standard Class,BH-11710,Brosina Hoffman,Consumer,United States,Newark,Delaware,East,OFF-BI-10001071,Office Supplies,Binders,GBC ProClick Punch Binding System,447.86,7,219.4514,0,COD
